,dialog_act,utterance_content
15663,hello,hello
3154,inform,expensive restaurant
22768,thankyou,thank you good bye
23262,inform,thai food
21140,inform,im looking for a moderately priced restaurant in the north
12116,inform,dont care
17469,affirm,yes
21146,request,and whats the phone number
17081,request,the phone number
14320,inform,i dont care
24866,thankyou,thank you good bye
25277,inform,vietnamese
22264,request,whats its phone number
15043,affirm,yes danish food
24728,inform,im looking for a restaurant serving chinese food
10880,inform,chinese
22835,request,can i have the address and phone number please
7751,request,phone number
2846,request,what is the phone number
1351,bye,stop
23895,request,and the post code
171,inform,thai food
18316,inform,spanish food
678,confirm,does it serve mediterranean food
8464,thankyou,thank you good bye
10798,inform,serving jamaican food
13067,inform,im looking for a spanish restaurant
353,thankyou,thank you
5104,inform,thai
14599,request,whats the phone number
11164,inform,i dont care
7762,request,address
7250,thankyou,thank you goodbye
393,inform,asian oriental
23594,affirm,yes
22975,thankyou,thank you good bye
21317,request,phone number
567,request,what is the address
15433,thankyou,thank you good bye
10851,inform,im looking for um
20764,inform,cheap restaurant east part of town
24121,thankyou,thank you goodbye
1790,inform,do you have christmas food
14113,inform,i would like a restaurant in the west part of town that serves cuban food
9192,inform,uh scandinavian food
20457,inform,indian food
11114,inform,an expensive restaurant
11682,affirm,yes
2359,request,what type of food does the venue
13160,inform,scandanavian
21402,thankyou,thank you
19206,reqalts,is there anything else
15899,request,whats their address
20843,inform,in any area
13468,inform,asian oriental food
231,request,what is the address and phone number
24888,affirm,uh yes im looking for a restaurant that serves chinese food
1671,inform,i want to find a cheap restaurant
24983,reqalts,how about italian
4460,request,phone number
15050,request,what area
20780,reqalts,what about european
6339,request,what area is it in
924,inform,in the east of town
14624,thankyou,thank you good bye
6749,inform,i dont care
20928,affirm,yes
17410,affirm,right
25332,thankyou,thank you good bye
4999,request,phone number
21894,request,what is the price range
22337,inform,north
4076,request,address and phone number
11221,inform,gastropub
17229,inform,can i find something in the south side
2009,inform,dont care
22679,request,what is the phone number
7158,inform,indian food
1069,request,whats the address
974,request,phone number and address
24039,inform,turkish food
6632,inform,west
4548,request,whats the phone number
6030,inform,okay cheap turkish food
12074,thankyou,thank you good bye
13313,inform,center area
22974,request,what is the address and phone number
20477,negate,no
16233,request,phone number
10668,request,okay and what area
10053,hello,noise hello
25303,inform,um i dont care
4645,thankyou,thank you good bye
9918,thankyou,thank you good bye
14400,request,address
8321,inform,barbecue food
1174,thankyou,thank you good bye
11005,request,can i have the phone number
18620,inform,gastropub
12905,inform,im looking for a restaurant in the west part of town that serves danish food
9884,reqalts,how about spanish food
28,request,can i have the post code
10606,thankyou,thank you good bye
10122,inform,cheap
9470,inform,italian
5318,negate,no ah
3864,thankyou,thank you good bye
2289,inform,cheap restaurant in the east part of town
4636,inform,asian oriental
3685,inform,i want to find a rest
20730,inform,im looking for a restaurant in the south part
13522,request,what is the phone number
6037,request,okay and uh whats the address
7060,inform,im looking for a restaurant that serves russian food
24937,request,and the phone number
15404,thankyou,thank you good bye
8445,thankyou,thank you good bye
11816,request,and whats the price range
18897,request,what is the address
3026,inform,moderately priced restaurant in the south part of town
5515,request,address
19395,request,phone number
371,inform,any
2528,reqalts,what about thai food
23502,inform,chinese food
13529,request,what is the address
12550,confirm,does it serve kitalian food
7387,request,address
49,request,and whats the postcode
19554,reqalts,how about vietnamese food
12182,inform,gastropub
8210,thankyou,thank you good bye
22659,inform,north
7213,affirm,yes
10642,request,whats the address
11507,request,and whats the post code
15685,inform,looking for a moderately priced restaurant that serves british food
16410,request,the address
11354,request,whats the address
25302,inform,i dont care
16212,inform,any area
10874,negate,no
24694,inform,dont care
17289,inform,west part of town
3830,reqalts,i want something else
14991,inform,im looking for a restaurant that serves corsica food
17636,thankyou,thank you good bye
19327,request,can i get the phone number
19089,request,phone number
7676,request,what kind of food is it
9520,request,ah whats the address
14953,reqalts,what about thai food
16527,request,and whats the phone number
10578,request,whats the phone number
9268,inform,im looking for a
13354,bye,goodbye
5366,thankyou,thank you good bye
7503,reqalts,how about korean type food
18666,inform,any price range
645,inform,cheap
8029,reqalts,how about modern european food
19561,inform,canape
23430,request,price range
14056,inform,expensive
8442,inform,theres no such venue how about gastropub type of food
18383,inform,any part
23496,reqalts,how about a moderately priced restauran
25185,affirm,yes
4637,request,the address and phone number
21266,inform,moderately
18915,inform,any price range
7780,inform,west part of town
5182,inform,i need a cheap restaurant
21339,inform,i am looking for a cheap restaurant that serves germ
619,request,address
5488,thankyou,thank you good bye
21810,inform,australian
10817,inform,it doesnt matter
12071,inform,uh i want a restaurant that serves international food
5344,inform,im looking for a restaurant in the center of town that serves
22129,request,okay whats the address
11361,thankyou,thank you goodbye
18920,inform,swedish food
16115,inform,russian food
4562,inform,east
3266,negate,no
3387,inform,asian
19473,affirm,yea
22944,request,what is the phone number
1440,request,address
9176,inform,south
14872,reqalts,is there a restaurant
16289,reqalts,uh anything else
8102,thankyou,thank you good bye
8569,inform,i dont care
9632,request,what is the phone number
10408,inform,unintelligible food
5965,inform,moderately priced restaurant in the west part of town
17503,inform,cuban food
9045,inform,moderate
944,inform,im looking for a moderately priced restaurant in the east part of town
16852,inform,im looking for a restaurant in the east part of town serving chinese food
23875,request,what is the address
18877,inform,in the east part of town
5345,inform,i dont care
13066,thankyou,thank you good bye
17376,inform,i do not care
5211,inform,i would like an expensive restaurant in the south of town
15677,request,whats the phone number for noise
6481,thankyou,thank you good bye
25484,affirm,yes
5135,thankyou,thank you good bye
15327,inform,west part of town
9885,confirm,does it serve spanish food
8370,inform,north american
4203,request,can i have the phone number and the area
15315,inform,lebanese food
9236,thankyou,thank you good bye
11227,inform,expensive
1543,request,may i have the address and phone number
19110,inform,is there staurant that serves unusual food
21187,affirm,right
24153,reqalts,how about korean food
4838,inform,cheap
14945,reqalts,how about chinese food
24266,inform,south
14723,reqalts,are there any other cheap restaurants in the west part of town
2017,thankyou,thank you good bye
19614,request,what kind of food is it
9113,inform,indian food
7913,inform,i want italian food
14523,request,address
24772,inform,chinese food
9325,request,can i have the address
15724,reqalts,how about chinese food
10700,bye,okay thank you and good bye
11672,request,do you have the address
3838,request,okay good whats the address and phone number
3157,inform,italian food
6060,request,address
6612,reqalts,anything else
9648,inform,moderately priced in the north part of town
13485,request,what type of food is it
24934,inform,thai food
7773,inform,moderately priced restaurant in the west part of town
