,dialog_act,utterance_content
8746,inform,sea food
8747,null,unintelligible
8748,request,address
8749,null,noise
8750,null,noise
8751,thankyou,thank you and good bye
8752,null,unintelligible
8753,null,unintelligible
8754,null,unintelligible
8755,null,unintelligible
8756,null,sil
8757,null,unintelligible
8758,null,sil
8759,inform,in the west
8760,inform,in the west
8761,thankyou,thank you goodbye
8762,thankyou,thank you goodbye
8763,thankyou,unintelligible thank you goodbye
8764,bye,unintelligible bye
8765,inform,tuscan food south part of town
8766,inform,south
8767,null,unintelligible
8768,inform,tuscan
8769,inform,portugese
8770,request,phone number and address
8771,request,phone number
8772,request,address
8773,thankyou,thank you good bye
8774,inform,i want a restaurant that serves french food
8775,request,what is the address phone number and post code
8776,request,what is the address
8777,thankyou,thank you good bye
8778,inform,i want to find a moderately priced restaurant
8779,inform,in the west
8780,inform,west
8781,inform,i dont care
8782,confirm,is it moderately priced
8783,request,what type of food
8784,thankyou,thank you good bye
8785,thankyou,thank you good bye
8786,inform,i want to find a restaurant in the center that serves lebanese food
8787,request,what is the address and phone number
8788,request,what is the address
8789,request,what is the address
8790,thankyou,thank you good bye
8791,null,sil
8792,inform,um i dont care i just want traditional food
8793,affirm,yes
8794,reqalts,how about french food
8795,reqalts,how about french
8796,null,sil
8797,reqalts,how about french
8798,affirm,yes and in french please
8799,request,what is um the address and phone number
8800,thankyou,thank you good bye
8801,hello,hi im looking for an expensive restaurant in the south part of town
8802,inform,i dont care
8803,request,can i have the address please
8804,request,and phone number
8805,request,whats the phone number
8806,request,and the post code
8807,thankyou,thank you good bye
8808,inform,barbecue food
8809,inform,in cheap restaurant
8810,request,can you give me the address and phone number
8811,thankyou,thank you good bye
8812,inform,could i have a moderately priced restaurant in the south part of town
8813,inform,moderately priced
8814,reqalts,is there anything else
8815,request,can i have the phone number
8816,request,whats the type of food
8817,request,the food of the venue
8818,request,type of food
8819,reqalts,anything else
8820,request,food of the venue
8821,reqalts,anything else
8822,reqalts,anything else
8823,inform,can i have a moderately priced restaurant on this side of town
8824,reqalts,anything else
8825,request,phone number and food
8826,null,type
8827,inform,food type
8828,request,phone number
8829,thankyou,thank you
8830,bye,good bye
8831,affirm,yes can i have can i get swedish food in any area
8832,inform,can i get swedish food
8833,inform,swedish food
8834,inform,north american food
8835,inform,north american food
8836,inform,north american
8837,inform,swedish food
8838,inform,swedish food
8839,inform,can i get swedish food
8840,negate,no
8841,inform,north american
8842,inform,american
8843,inform,swedish food
8844,inform,can i get american food
8845,request,can i get the address
8846,request,can i get the phone number
8847,request,whats the price range
8848,thankyou,thank you good bye
8849,inform,swedish food
8850,inform,in the north part of town
8851,affirm,yes
8852,inform,italian food
8853,inform,in the north part of town
8854,request,can i get the address
8855,request,can i get the phone number
8856,thankyou,thank you good bye
8857,affirm,yeah a cheap restaurant serving international food
8858,request,can i get the address
8859,request,can i get the phone number
8860,request,can i get the post code
8861,thankyou,thank you goodbye
8862,affirm,yes
8863,inform,moderate priced restaurant in the north part of town
8864,inform,dont care
8865,reqalts,anything else
8866,request,phone number
8867,request,the address
8868,thankyou,thank you good bye
8869,affirm,yes can i have
8870,inform,polynesian food
8871,inform,south
8872,inform,polynesian food
8873,inform,portuguese food
8874,request,phone number
8875,request,phone number
8876,request,address
8877,thankyou,thank you good bye
8878,affirm,yes
8879,inform,can i have greek food
8880,inform,european food
8881,inform,dont care
8882,inform,dont care
8883,null,sil
8884,request,the address
8885,request,the phone number
8886,thankyou,thank you good bye
8887,inform,id like to find a restaurant in the north part of town that serves german food
8888,affirm,yes
8889,reqalts,how about french
8890,inform,id like to find a restaurant in the north part of town serving french food
8891,inform,french
8892,request,can i have the phone number
8893,thankyou,thank you good bye
8894,inform,im looking for romanian food in the expensive price range
8895,inform,it doesnt matter
8896,inform,romanian
8897,reqalts,how about mediterranean food
8898,inform,mediterranean food
8899,affirm,yea
8900,inform,mediterranean
8901,inform,mediterranean
8902,affirm,yea
8903,request,can i have the address and phone number
8904,request,address and phone number please
8905,request,and its address
8906,request,uh what is its address
8907,thankyou,thank you good bye
8908,inform,moderately priced restaurant serving moroccan food
8909,reqalts,how about indian food
8910,inform,indian food
8911,inform,i dont care
8912,request,whats the address and phone number
8913,thankyou,thank you good bye
8914,inform,im looking for a restaurant in the east part of town serving catalan food
8915,inform,catalan
8916,inform,catalan
8917,inform,catalanian
8918,reqalts,how about indian food
8919,request,what is the address and phone number
8920,request,phone number
8921,thankyou,thank you good bye
8922,inform,expensive food in the south of town
8923,inform,south
8924,inform,south
8925,inform,i dont care
8926,request,what type of food
8927,request,what is the address and phone number
8928,thankyou,thank you good bye
8929,null,sil
8930,inform,i dont care
8931,inform,portuguese food
8932,reqalts,anything else
8933,reqalts,is there anything else
8934,request,any price
8935,inform,portuguese food any price
8936,request,price range
8937,reqalts,is there anything else
8938,thankyou,thank you good bye
8939,inform,cheap restaurant in the east of town
8940,request,phone number and post code
8941,thankyou,thank you good bye
8942,inform,id like an expensive restaurant
8943,inform,south
8944,inform,south
8945,null,sil
8946,inform,any
8947,request,what is the address
8948,thankyou,thank you good bye
8949,inform,i need a restaurant in the west part of town
8950,inform,thai
8951,affirm,yea
8952,request,okay whats the phone number
8953,request,and the address
8954,thankyou,thank you good bye
8955,thankyou,thank you good bye
8956,inform,im looking for a restaurant in the west part of town that serves canape food
8957,reqalts,how about indian food
8958,request,can you give me the address and phone number
8959,thankyou,thank you good bye
8960,hello,hi im looking for an restaurant in the center that serves korean food
8961,affirm,yes that sells korean food
8962,confirm,does it serve korean food
8963,confirm,does it serve korean
8964,null,um what
8965,request,whats the address and phone number
8966,request,and whats the price range
8967,thankyou,thank you good bye
8968,inform,id like a restaurant in any area that it serves canapes
8969,inform,canapes
8970,inform,canapes
8971,null,sil
8972,null,how about the
8973,inform,modern european
8974,affirm,yes
8975,inform,i dont care
8976,request,could i have the phone number please
8977,thankyou,thank you good bye
8978,inform,i would like a restaurant that serves korean food
8979,inform,i would like a restaurant that serves korean food
8980,inform,korean
8981,request,could i have the address please
8982,thankyou,thank you good bye
8983,inform,id like an expensive restaurant that serves bat food
8984,reqalts,how about modern european
8985,request,could i have their address and phone number please
8986,thankyou,thank you good bye
8987,inform,could i have a cheap restaurant in the east part of town
8988,request,could i have the address and phone number please
8989,thankyou,thank you good bye
8990,inform,id like a moderately priced restaurant in the west part of town
8991,inform,i dont care
8992,request,could i have the address and phone number please
8993,request,and the phone number
8994,thankyou,thank you goodbye
8995,inform,id like a moderately priced restaurant that serves cuban food please
8996,reqalts,how about chinese food
8997,reqalts,how about chinese food
8998,request,could i have the phone number please
8999,thankyou,thank you good bye
9000,inform,looking for a cheap restaurant that serves steak house food
9001,null,and
